index,title,genres,tag
1204,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,paranoia
1206,To Kill a Mockingbird (1962),Drama,PTSD
1207,Apocalypse Now (1979),Action|Drama|War,funny
1208,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,will ferrell
1209,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,claymation
1210,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,creepy
1211,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,dark
1212,Goodfellas (1990),Crime|Drama,dark fairy tale
1213,Alien (1979),Horror|Sci-Fi,Surreal
1214,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,Tim Burton
1215,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,black comedy
1216,Ran (1985),Drama|War,Brad Pitt
1217,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,Christoph Waltz
1218,Psycho (1960),Crime|Horror,Quentin Tarantino
1219,"Blues Brothers, The (1980)",Action|Comedy|Musical,satire
1220,"Godfather: Part II, The (1974)",Crime|Drama,insanity
1221,Full Metal Jacket (1987),Drama|War,Leonardo DiCaprio
1222,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,Martin Scorsese
1223,Henry V (1989),Action|Drama|Romance|War,plot twist
1224,Amadeus (1984),Drama,psychological
1225,"Quiet Man, The (1952)",Drama|Romance,Psychological Thriller
1226,Once Upon a Time in America (1984),Crime|Drama,thought-provoking
1227,Raging Bull (1980),Drama,action
1228,Annie Hall (1977),Comedy|Romance,alternate reality
1230,"Right Stuff, The (1983)",Drama,Leonardo DiCaprio
1231,Stalker (1979),Drama|Mystery|Sci-Fi,sci-fi
1232,"Boot, Das (Boat, The) (1981)",Action|Drama|War,thought-provoking
1233,"Sting, The (1973)",Comedy|Crime,visually appealing
1234,Harold and Maude (1971),Comedy|Drama|Romance,stranded
1235,Trust (1990),Comedy|Drama|Romance,alter ego
1236,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,atmospheric
1237,Local Hero (1983),Comedy,creepy
1238,"Terminator, The (1984)",Action|Sci-Fi|Thriller,horror
1240,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,obsession
1241,Glory (1989),Drama|War,surreal
1242,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,illusions
1243,Manhattan (1979),Comedy|Drama|Romance,overcomplicated
1244,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,predictable
1245,Dead Poets Society (1989),Drama,stupid ending
1246,"Graduate, The (1967)",Comedy|Drama|Romance,absorbing
1247,Touch of Evil (1958),Crime|Film-Noir|Thriller,acting
1248,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,atmospheric
1249,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,Hugh Jackman
1250,8 1/2 (8½) (1963),Drama|Fantasy,Jake Gyllenhaal
1251,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,morality
1252,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,mystery
1253,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,thriller
1254,Bad Taste (1987),Comedy|Horror|Sci-Fi,Jared Leto
1255,Duck Soup (1933),Comedy|Musical|War,social commentary
1256,Better Off Dead... (1985),Comedy|Romance,uplifting
1257,"Shining, The (1980)",Horror,fantasy
1258,Stand by Me (1986),Adventure|Drama,Tolkien
1259,M (1931),Crime|Film-Noir|Thriller,too long
1260,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,Christopher Nolan
1261,"Great Escape, The (1963)",Action|Adventure|Drama|War,sci-fi
1262,"Deer Hunter, The (1978)",Drama|War,time-travel
1263,Diva (1981),Action|Drama|Mystery|Romance|Thriller,atmospheric
1264,Groundhog Day (1993),Comedy|Fantasy|Romance,dark
1265,Unforgiven (1992),Drama|Western,Metaphorical
1266,"Manchurian Candidate, The (1962)",Crime|Thriller|War,psychological
1267,Pump Up the Volume (1990),Comedy|Drama,annoying
1268,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,Stupid ending
1269,Back to the Future (1985),Adventure|Comedy|Sci-Fi,dark comedy
1270,Fried Green Tomatoes (1991),Comedy|Crime|Drama,dark comedy
1271,Patton (1970),Drama|War,psychology
1272,Down by Law (1986),Comedy|Drama|Film-Noir,superhero
1273,Akira (1988),Action|Adventure|Animation|Sci-Fi,Myth
1274,Highlander (1986),Action|Adventure|Fantasy,Action
1275,Cool Hand Luke (1967),Drama,Myth
1276,Cyrano de Bergerac (1990),Comedy|Drama|Romance,Cambodia
1277,Young Frankenstein (1974),Comedy|Fantasy,crime
1278,Night on Earth (1991),Comedy|Drama,human rights
1279,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,murder
1280,"Great Dictator, The (1940)",Comedy|Drama|War,procedural
1281,Fantasia (1940),Animation|Children|Fantasy|Musical,pixar
1282,High Noon (1952),Drama|Western,game
1283,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,pregnancy
1284,Heathers (1989),Comedy,remake
1285,Somewhere in Time (1980),Drama|Romance,remake
1286,Ben-Hur (1959),Action|Adventure|Drama,politics
1287,This Is Spinal Tap (1984),Comedy,president
1288,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,politics
1289,Some Kind of Wonderful (1987),Drama|Romance,president
1290,Indiana Jones and the Last Crusade (1989),Action|Adventure,Mafia
1291,Being There (1979),Comedy|Drama,Jane Austen
1292,Gandhi (1982),Drama,Hollywood
1293,"Unbearable Lightness of Being, The (1988)",Drama,serial killer
1295,"Room with a View, A (1986)",Drama|Romance,alcoholism
1296,Real Genius (1985),Comedy,Shakespeare
1297,Pink Floyd: The Wall (1982),Drama|Musical,In Netflix queue
1298,"Killing Fields, The (1984)",Drama|War,Jane Austen
1299,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,kidnapping
1300,Forbidden Planet (1956),Drama|Sci-Fi,high school
1301,Field of Dreams (1989),Children|Drama|Fantasy,teacher
1302,"Man Who Would Be King, The (1975)",Adventure|Drama,time travel
1303,Butch Cassidy and the Sundance Kid (1969),Action|Western,Animal movie
1304,"Paris, Texas (1984)",Drama|Romance,pigs
1305,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,death penalty
1306,When Harry Met Sally... (1989),Comedy|Romance,Nun
1307,Hype! (1996),Documentary,twins
1310,Female Perversions (1996),Drama,Emma
1312,Blue Juice (1995),Comedy|Drama,Jane Austen
1318,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,In Netflix queue
1320,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,South Africa
1321,Amityville 1992: It's About Time (1992),Horror,Shakespeare
1322,Amityville 3-D (1983),Horror,England
1323,Amityville: Dollhouse (1996),Horror,Journalism
1324,Amityville: A New Generation (1993),Horror,wedding
1325,Amityville II: The Possession (1982),Horror,serial killer
1326,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,heist
1327,"Amityville Curse, The (1990)",Horror,adoption
1328,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,prostitution
1329,April Fool's Day (1986),Horror,writing
1330,Audrey Rose (1977),Horror,music
1331,"Believers, The (1987)",Horror|Thriller,Jekyll and Hyde
1332,"Birds, The (1963)",Horror|Thriller,theater
1333,"Blob, The (1958)",Horror|Sci-Fi,crime
1334,Blood Beach (1981),Horror|Mystery,golf
1335,Body Parts (1991),Horror|Thriller,muppets
1336,"Body Snatcher, The (1945)",Drama|Horror|Thriller,Scotland
1337,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,assassination
1339,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,Holocaust
1340,Burnt Offerings (1976),Horror,dating
1341,Candyman (1992),Horror|Thriller,journalism
1342,Cape Fear (1991),Thriller,moon
1343,Cape Fear (1962),Crime|Drama|Thriller,NASA
1344,Carrie (1976),Drama|Fantasy|Horror|Thriller,space
1345,Cat People (1982),Drama|Fantasy|Horror,superhero
1346,"Nightmare on Elm Street, A (1984)",Horror|Thriller,Michael Crichton
1347,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,submarine
1348,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,In Netflix queue
1349,"Omen, The (1976)",Horror|Mystery|Thriller,computers
1350,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,Made me cry
1351,Albino Alligator (1996),Crime|Thriller,generation X
1352,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,school
1353,Breaking the Waves (1996),Drama|Mystery,Ireland
1354,Nightwatch (1997),Horror|Thriller,generation X
1355,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,mental illness
1356,Shine (1996),Drama|Romance,psychology
1357,Sling Blade (1996),Drama,Stephen King
1358,Jingle All the Way (1996),Children|Comedy,In Netflix queue
1359,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,movie business
1361,"Preacher's Wife, The (1996)",Drama,basketball
1363,Ridicule (1996),Drama,France
1365,"Crucible, The (1996)",Drama,infertility
1366,101 Dalmatians (1996),Adventure|Children|Comedy,basketball
1367,Die Hard 2 (1990),Action|Adventure|Thriller,Australia
1370,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,Beethoven
1371,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Einstein
1372,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,court
1373,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,darth vader
1374,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,luke skywalker
1375,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,space opera
1376,Batman Returns (1992),Action|Crime,Louisa May Alcott
1377,Young Guns (1988),Action|Comedy|Western,England
1378,Young Guns II (1990),Action|Western,Girl Power
1379,Grease (1978),Comedy|Musical|Romance,India
1380,Grease 2 (1982),Comedy|Musical|Romance,England
1381,Marked for Death (1990),Action|Drama,mental illness
1382,Under Siege (1992),Action|Drama|Thriller,Christmas
1385,Jaws (1975),Action|Horror,In Netflix queue
1387,Jaws 2 (1978),Horror|Thriller,prison
1388,Jaws 3-D (1983),Action|Horror,disability
1389,My Fellow Americans (1996),Comedy,twins
1390,Mars Attacks! (1996),Action|Comedy|Sci-Fi,In Netflix queue
1391,Citizen Ruth (1996),Comedy|Drama,hit men
1392,Jerry Maguire (1996),Drama|Romance,hit men
1393,Raising Arizona (1987),Comedy,TV
1394,Tin Men (1987),Comedy|Drama,Death
1395,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,marriage
1396,Bastard Out of Carolina (1996),Drama,time travel
1397,In Love and War (1996),Romance|War,Christmas
1398,Marvin's Room (1996),Drama,prison
1399,Ghosts of Mississippi (1996),Drama,Stephen King
1401,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,wrongful imprisonment
1405,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,In Netflix queue
1406,Scream (1996),Comedy|Horror|Mystery|Thriller,Enterprise
1407,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,mental illness
1408,Michael (1996),Comedy|Drama|Fantasy|Romance,serial killer
1409,Hamlet (1996),Crime|Drama|Romance,coma
1411,Some Mother's Son (1996),Drama,Australia
1412,"Whole Wide World, The (1996)",Drama,weddings
1413,Mother (1996),Comedy,cross dressing
1414,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,men in drag
1415,Evita (1996),Drama|Musical,remade
1416,"Portrait of a Lady, The (1996)",Drama,Tom Clancy
1417,Walkabout (1971),Adventure|Drama,John Grisham
1419,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,interracial romance
1422,Hearts and Minds (1996),Drama,shrimp
1423,Fierce Creatures (1997),Comedy,Vietnam
1425,Zeus and Roxanne (1997),Children,wedding
1426,Turbulence (1997),Action|Thriller,gambling
1427,Angel Baby (1995),Drama,Holocaust
1428,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,In Netflix queue
1429,Underworld (1996),Comedy|Thriller,Disney
1430,Beverly Hills Ninja (1997),Action|Comedy,journalism
1431,Metro (1997),Action|Comedy|Crime|Drama|Thriller,bus
1432,"Cement Garden, The (1993)",Drama,spies
1437,Dante's Peak (1997),Action|Thriller,alcoholism
1438,Meet Wally Sparks (1997),Comedy,Edith Wharton
1439,Amos & Andrew (1993),Comedy,horses
1440,Benny & Joon (1993),Comedy|Romance,mental illness
1441,Prefontaine (1997),Drama,Oscar (Best Actress)
1442,McHale's Navy (1997),Comedy|War,President
1445,Kolya (Kolja) (1996),Comedy|Drama,John Grisham
1446,Gridlock'd (1997),Crime,based on a TV show
1447,Waiting for Guffman (1996),Comedy,hula hoop
1449,"Beautician and the Beast, The (1997)",Comedy|Romance,assassination
1453,SubUrbia (1997),Comedy|Drama,Ireland
1454,"Pest, The (1997)",Comedy,biopic
1456,Fools Rush In (1997),Comedy|Drama|Romance,Dinosaur
1457,Touch (1997),Drama|Fantasy|Romance,Japan
1458,Absolute Power (1997),Mystery|Thriller,sexuality
1459,That Darn Cat (1997),Children|Comedy|Mystery,Shakespeare
1460,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,cross dressing
1461,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,divorce
1464,Rosewood (1997),Action|Drama,men in drag
1465,Donnie Brasco (1997),Crime|Drama,AIDs
1466,Booty Call (1997),Comedy|Romance,radio
1468,Best Men (1997),Action|Comedy|Crime|Drama,show business
1473,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,Butler
1474,Kama Sutra: A Tale of Love (1996),Romance,Housekeeper
1475,Private Parts (1997),Comedy|Drama,military
1476,Love Jones (1997),Romance,Australia
1477,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,racism
1479,Smilla's Sense of Snow (1997),Drama|Thriller,violence
1480,Crash (1996),Drama|Thriller,football
1483,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,Holocaust
1484,Liar Liar (1997),Comedy,chess
1485,Selena (1997),Drama|Musical,In Netflix queue
1487,"Devil's Own, The (1997)",Action|Drama|Thriller,C.S. Lewis
1488,Cats Don't Dance (1997),Animation|Children|Musical,large cast
1489,B*A*P*S (1997),Comedy,race
1490,Love and Other Catastrophes (1996),Romance,Empire State Building
1493,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,robots
1495,Anna Karenina (1997),Drama|Romance,beat poetry
1496,Double Team (1997),Action,Christmas
1497,Inventing the Abbotts (1997),Drama|Romance,Halloween
1498,Anaconda (1997),Action|Adventure|Thriller,politics
1499,Grosse Pointe Blank (1997),Comedy|Crime|Romance,adolescence
1500,Kissed (1996),Drama|Romance,christmas
1502,8 Heads in a Duffel Bag (1997),Comedy,overrated
1503,Paradise Road (1997),Drama|War,Disney
1507,Romy and Michele's High School Reunion (1997),Comedy,robots
1513,Temptress Moon (Feng Yue) (1996),Romance,American Indians
1514,Volcano (1997),Action|Drama|Thriller,Native Americans
1515,Children of the Revolution (1996),Comedy,superhero
1516,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,Hannibal Lector
1517,Breakdown (1997),Action|Thriller,Disney
1518,Broken English (1996),Drama,Disney
1519,Fathers' Day (1997),Comedy,Disney
1526,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,prostitution
1527,Nowhere (1997),Comedy|Drama,Coen Brothers
1529,"Promise, The (La promesse) (1996)",Drama,Disney
1533,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,priest
1537,Addicted to Love (1997),Comedy|Romance,babies
1541,Brassed Off (1996),Comedy|Drama|Romance,Gulf War
1542,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,based on a TV show
1544,Ponette (1996),Drama,India
1545,Schizopolis (1996),Comedy,India
1546,Shiloh (1997),Children|Drama,spoof
1547,Rough Magic (1995),Drama|Romance,Bugs Bunny
1549,Trial and Error (1997),Comedy|Romance,Veterinarian
1550,Buddy (1997),Adventure|Children|Drama,Aardman
1551,Con Air (1997),Action|Adventure|Thriller,In Netflix queue
1552,"Pillow Book, The (1996)",Drama|Romance,Alcatraz
1554,Speed 2: Cruise Control (1997),Action|Romance|Thriller,Disaster
1556,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,Aardman
1562,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,aliens
1564,Head Above Water (1996),Comedy|Thriller,Atomic bomb
1565,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,drug abuse
1566,My Best Friend's Wedding (1997),Comedy|Romance,aliens
1569,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,In Netflix queue
1571,"Contempt (Mépris, Le) (1963)",Drama,John Grisham
1572,Face/Off (1997),Action|Crime|Drama|Thriller,based on a TV show
1573,Fall (1997),Romance,adultery
1574,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,kidnapping
1580,Out to Sea (1997),Comedy,Jane Austen
1581,Wild America (1997),Adventure|Children,golf
1582,"Simple Wish, A (1997)",Children|Fantasy,Mafia
1583,Contact (1997),Drama|Sci-Fi,Shakespeare
1584,Love Serenade (1996),Comedy,divorce
1585,G.I. Jane (1997),Action|Drama,movie business
1586,Conan the Barbarian (1982),Action|Adventure|Fantasy,France
1587,George of the Jungle (1997),Children|Comedy,Capote
1588,Cop Land (1997),Action|Crime|Drama|Thriller,falling
1589,Event Horizon (1997),Horror|Sci-Fi|Thriller,voyeurism
1590,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,Screwball
1591,Air Bud (1997),Children|Comedy,Brooch
1592,Picture Perfect (1997),Comedy|Romance,divorce
1593,In the Company of Men (1997),Comedy|Drama,Mount Rushmore
1594,Career Girls (1997),Drama,adultery
1596,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,men in drag
1597,Desperate Measures (1998),Crime|Drama|Thriller,heist
1598,Steel (1997),Action,start of a beautiful friendship
1599,She's So Lovely (1997),Drama|Romance,statue
1600,Hoodlum (1997),Crime|Drama|Film-Noir,George Bernard Shaw
1601,Leave It to Beaver (1997),Comedy,rich guy - poor girl
1602,Mimic (1997),Horror|Sci-Fi|Thriller,Italy
1603,Money Talks (1997),Action|Comedy,royalty
1604,Excess Baggage (1997),Adventure|Romance,1900s
1605,Kull the Conqueror (1997),Action|Adventure,Dorothy
1606,Air Force One (1997),Action|Thriller,Toto
1608,187 (One Eight Seven) (1997),Drama|Thriller,Civil War
1609,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,television
1610,My Own Private Idaho (1991),Drama|Romance,movies
1611,"Kiss Me, Guido (1997)",Comedy,Rosebud
1612,Star Maps (1997),Drama,Hal
1613,In & Out (1997),Comedy,space
1614,"Edge, The (1997)",Adventure|Drama,Hollywood
1615,"Peacemaker, The (1997)",Action|Thriller|War,divorce
1616,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,Mrs. DeWinter
1617,Seven Years in Tibet (1997),Adventure|Drama|War,Europe
1619,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,journalism
1620,Soul Food (1997),Drama,war
1621,Wishmaster (1997),Horror,assassination
1623,"Thousand Acres, A (1997)",Drama,amnesia
1624,"Game, The (1997)",Drama|Mystery|Thriller,wedding
1625,Fire Down Below (1997),Action|Drama|Thriller,Cold War
1626,U Turn (1997),Crime|Drama|Mystery,Russia
1627,"MatchMaker, The (1997)",Comedy|Romance,prostitution
1629,"Assignment, The (1997)",Action|Thriller,swashbuckler
1631,Ulee's Gold (1997),Drama,swashbuckler
1633,"Ice Storm, The (1997)",Drama,ghosts
1635,Chasing Amy (1997),Comedy|Drama|Romance,Shangri-La
1639,"Full Monty, The (1997)",Comedy|Drama,Astaire and Rogers
1641,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,butler
1642,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,homeless
1643,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,screwball
1644,The Devil's Advocate (1997),Drama|Mystery|Thriller,oil
1645,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,Nick and Nora Charles
1646,Playing God (1997),Crime|Drama|Thriller,Screwball
1647,"House of Yes, The (1997)",Comedy|Drama,race
1648,"Fast, Cheap & Out of Control (1997)",Documentary,Christmas
1649,Washington Square (1997),Drama,Politics
1650,Year of the Horse (1997),Documentary,leopard
1652,Gattaca (1997),Drama|Sci-Fi|Thriller,screwball
1653,FairyTale: A True Story (1997),Children|Drama|Fantasy,adoption
1654,Phantoms (1998),Drama|Horror|Thriller,fugitive
1655,Swept from the Sea (1997),Drama|Romance,zombies
1656,"Life Less Ordinary, A (1997)",Romance|Thriller,missionary
1658,Hurricane Streets (1997),Drama,crime
1659,Eve's Bayou (1997),Drama,Tennessee Williams
1660,Switchback (1997),Crime|Mystery|Thriller,journalism
1661,Gang Related (1997),Crime,Hemingway
1662,Stripes (1981),Comedy|War,Animal movie
1663,Bean (1997),Comedy,Ireland
1665,Mad City (1997),Action|Drama,food
1667,Welcome to Sarajevo (1997),Drama|War,death penalty
1670,Deceiver (1997),Crime|Drama|Thriller,John Grisham
1671,"Rainmaker, The (1997)",Drama,Disney
1672,Boogie Nights (1997),Drama,race
1673,Witness (1985),Drama|Romance|Thriller,twins
1674,Incognito (1997),Crime|Thriller,Disney
1675,Starship Troopers (1997),Action|Sci-Fi,Disney
1676,Critical Care (1997),Comedy|Drama,King Arthur
1677,"Joy Luck Club, The (1993)",Drama|Romance,Disney
1678,Chairman of the Board (1998),Comedy,nanny
1679,Sliding Doors (1998),Drama|Romance,Disney
1680,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,Disney
1681,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,Disney
1682,"Wings of the Dove, The (1997)",Drama|Romance,Disney
1683,Mrs. Dalloway (1997),Drama|Romance,Rogers and Hammerstein
1684,"I Love You, I Love You Not (1996)",Drama|Romance,In Netflix queue
1685,Red Corner (1997),Crime|Thriller,Music
1686,"Jackal, The (1997)",Action|Thriller,Shakespeare
1687,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,Astaire and Rogers
1688,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,anti-Semitism
1689,Alien: Resurrection (1997),Action|Horror|Sci-Fi,governess
1690,Amistad (1997),Drama|Mystery,fish
1693,"Apostle, The (1997)",Drama,Bible
1694,Artemisia (1997),Drama,parody
1695,Bent (1997),Drama|War,religion
1696,"Butcher Boy, The (1997)",Comedy|Drama,cross dressing
1699,Deconstructing Harry (1997),Comedy|Drama,politics
1701,Flubber (1997),Children|Comedy|Fantasy,1920s
1702,For Richer or Poorer (1997),Comedy,gangsters
1703,Good Will Hunting (1997),Drama|Romance,dance
1704,Home Alone 3 (1997),Children|Comedy,music
1707,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,heist
1711,Mouse Hunt (1997),Children|Comedy,violence
1713,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,Vietnam
1717,Stranger in the House (1997),Thriller,1960s
1718,"Sweet Hereafter, The (1997)",Drama,Jim Morrison
1719,Titanic (1997),Drama|Romance,music
1721,Tomorrow Never Dies (1997),Action|Adventure|Thriller,Holocaust
1722,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,aliens
1726,"Horse Whisperer, The (1998)",Drama|Romance,Navy
1727,Jackie Brown (1997),Crime|Drama|Thriller,1950s
1729,Kundun (1997),Drama,adolescence
1730,Mr. Magoo (1997),Comedy,Tennessee Williams
1731,"Big Lebowski, The (1998)",Comedy|Crime,aging
1732,Afterglow (1997),Drama|Romance,Clousseau
1733,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,military
1734,Great Expectations (1998),Drama|Romance,England
1735,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,King Arthur
1739,Senseless (1998),Comedy,boxing
1746,Wag the Dog (1997),Comedy,In Netflix queue
1747,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,Aardman
1748,Hard Rain (1998),Action|Crime|Thriller,politics
1752,Half Baked (1998),Comedy,Italy
1753,Fallen (1998),Crime|Drama|Fantasy|Thriller,court
1754,Shooting Fish (1997),Comedy|Romance,military
1755,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,crime
1757,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,adultery
1759,Spice World (1997),Comedy,In Netflix queue
1760,Deep Rising (1998),Action|Horror|Sci-Fi,disability
1762,Music From Another Room (1998),Drama|Romance,Australia
1767,"Replacement Killers, The (1998)",Action|Crime|Thriller,dance
1769,B. Monkey (1998),Crime|Romance|Thriller,In Netflix queue
1770,Night Flier (1997),Horror,police
1771,Blues Brothers 2000 (1998),Action|Comedy|Musical,mental illness
1772,"Wedding Singer, The (1998)",Comedy|Romance,I am your father
1777,Sphere (1998),Sci-Fi|Thriller,space
1779,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,space opera
1783,As Good as It Gets (1997),Comedy|Drama|Romance,Inigo Montoya
1784,King of New York (1990),Crime|Thriller,six-fingered man
1785,Twilight (1998),Crime|Drama|Thriller,archaeology
1791,U.S. Marshals (1998),Action|Crime|Thriller,ark of the covenant
1792,Welcome to Woop-Woop (1997),Comedy,indiana jones
1793,Love and Death on Long Island (1997),Comedy|Drama,space
1794,Everest (1998),Documentary|IMAX,spaghetti western
1797,Hush (1998),Thriller,court
1798,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,Middle East
1799,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,brainwashing
1801,"Newton Boys, The (1998)",Crime|Drama,Harper Lee
1804,Wild Things (1998),Crime|Drama|Mystery|Thriller,racism
1805,Paulie (1998),Adventure|Children|Comedy,Vietnam
1806,"Cool, Dry Place, A (1998)",Drama,spaghetti western
1807,Fireworks (Hana-bi) (1997),Crime|Drama,darth vader
1809,Primary Colors (1998),Comedy|Drama,luke skywalker
1810,Wide Awake (1998),Children|Comedy|Drama,space opera
1812,Two Girls and a Guy (1997),Comedy|Drama,ferris wheel
1816,"Object of My Affection, The (1998)",Comedy|Romance,Venice
1821,Homegrown (1998),Comedy|Thriller,zither
1824,The Players Club (1998),Comedy|Drama,Mafia
1825,Barney's Great Adventure (1998),Adventure|Children,aliens
1826,"Big One, The (1997)",Comedy|Documentary,samurai
1827,Chinese Box (1997),Drama|Romance,Norman Bates
1829,Lost in Space (1998),Action|Adventure|Sci-Fi,Saturday Night Live
1831,Mercury Rising (1998),Action|Drama|Thriller,Mafia
1833,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,Vietnam
1834,City of Angels (1998),Drama|Fantasy|Romance,moon
1835,"Last Days of Disco, The (1998)",Comedy|Drama,Shakespeare
1836,"Odd Couple II, The (1998)",Comedy,Mozart
1837,My Giant (1998),Comedy,Salieri
1839,He Got Game (1998),Drama,boxing
1840,"Gingerbread Man, The (1998)",Drama|Thriller,New York
1841,Live Flesh (Carne trémula) (1997),Drama|Romance,NASA
1844,Zero Effect (1998),Comedy|Mystery|Thriller,space
1845,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,submarine
1848,Krippendorf's Tribe (1998),Comedy,The Entertainer
